title,url,stars,name,reviewurl,text
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,Auliya Ramadhani,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSUlpVSjNVVUpCVFdsc1FVaEhURFJaZVY5VVQzYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOlRRZUJ3UUJBTWlsQUhHTDRZeV9UT3c%7C%7C?hl=id,"tempat nya sebenarnya memiliki sejarah yang sangat menarik,dan sangat disayang kan kurangnya penegasan terhadap pengemis sehingga banyak sekali pengemis sampai menarik baju pengunjung dan memaksa untuk memberikan uang"
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Dwi Yono,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkd1FtZzFSMFp3ZDJaVWJXWlFTVzlsTTNwaVFuYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOldwQmg1R0Zwd2ZUbWZQSW9lM3piQnc%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,Frizal Agustiar,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1SVMyVXljRE51WkRGZlRVdHlkRVZIZG1kYWVHYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOk5IS2UycDNuZDFfTUtydEVHdmdaeGc%7C%7C?hl=id,Banyak sekali pengemis di sana mereka minta secara memaksa dan menarik baju pengunjung
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,hasan Tateak,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20weE5GbFVSVWhrWlRGdWN6WTVUVlJQVkhwWFExRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOm0xNFlURUhkZTFuczY5TVRPVHpXQ1E%7C%7C?hl=id,Males balik lg krna pngemisnya lumayan maksa kadang ada ibu2 nyeloteh. Mungkin krn ini tempatny skrg sepi pngunjung. Pdhal dulu rame kyak di martajesah
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,4,Toriq Muzayin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pabGF6Uk1VVWRuVVcxRFVVRkpPSGcwZVUwdGJuYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOjZlazRMUUdnUW1DUUFJOHg0eU0tbnc%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,2,Bryan Andika,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21WZk5FSTVUR1pvUkVsaWEwWnRTMUozYVdWSmIzYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOmVfNEI5TGZoRElia0ZtS1J3aWVJb3c%7C%7C?hl=id,Kejelekan malam waliyulloh adalah bnyak y pengemis 🥴
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Acung Bay,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kTGVIQkVSbmhIVTFOTlVHZzVObmRmYmxoTmVVRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOndLeHBERnhHU1NNUGg5NndfblhNeUE%7C%7C?hl=id,Alhamdulillah
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Lilla Nur Farida,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214elduWldWVk4yUkVkdFIzb3RUVkpqZWpoNE4zYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOmxzWnZWVVN2REdtR3otTVJjejh4N3c%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Anisa Hasan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kxVU1YVllRa2hxWjBONWFWQkpWV3BoYVZjMmRrRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOi1UMXVYQkhqZ0N5aVBJVWphaVc2dkE%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Ani Suko,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aZk1qazVWRTF6UTIxRE0yaFdlRXhKZGxnMmMxRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnZfMjk5VE1zQ21DM2hWeExJdlg2c1E%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Fandi Ahmat,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aNFVIbFlRbUpwUzNONU1FUTBSRlpWY1RoTlRtYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnZ4UHlYQmJpS3N5MEQ0RFZVcThNTmc%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,Muhammad Maher,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wRlNUbFVRMGRSWVdGbFVISmpWMGw0ZUVGcFRWRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnpFSTlUQ0dRYWFlUHJjV0l4eEFpTVE%7C%7C?hl=id,"Banyak pengemis, maksa"
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,rovel boy,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sM1VWQk9kMEpZWlV0UWVXSlFSRVptZGtSZmFVRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnl3UVBOd0JYZUtQeWJQREZmdkRfaUE%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Nenk Santri,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKNFl6aE9kVEp4ZUVkSmRsaG9iR0pzUWxWeFozYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOkJ4YzhOdTJxeEdJdlhobGJsQlVxZ3c%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Hermanto Maman,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkQlNHTlhNRUUyWjI1YVNHMVFVREY1WDE5dVZHYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOldBSGNXMEE2Z25aSG1QUDF5X19uVGc%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Yusilatur Rohman,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GamQxaEhTVXRPV21WMGNFRnZkemRWZGtWR2NXYxAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOnFjd1hHSUtOWmV0cEFvdzdVdkVGcWc%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,1,Esri Santi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2prME9DMHdVVFp3U1d0T1pERk9lbVF4UVVkR2EwRRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CAIQACodChtycF9oOjk0OC0wUTZwSWtOZDFOemQxQUdGa0E%7C%7C?hl=id,"Pengemis minta maksa2
Jd kapok kembali lg kesini
Mengecewakan
Naek gojek bonceng 2  cedak dr turun bus  bayar 10rb"
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,4,A. Sastra.s,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKYTR4WjZFd3VlQWt3RRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEJa4xZ6EwueAkwE%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,gardian novel,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJNmMzdjJvMXJMVEt3EAE!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEI6c3v2o1rLTKw%7C%7C?hl=id,
Wisata Aer Mata Ibu Arosbaya,https://www.google.com/maps/search/?api=1&query=Wisata%20Aer%20Mata%20Ibu%20Arosbaya&query_place_id=ChIJu8Lk8YIR2C0RYwzvsjZ9aYM,5,Muhammad ridlwan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCcEpIWGt3RRAB!2m1!1s0x0:0x83697d36b2ef0c63!3m1!1s2@1:CIHM0ogKEICAgICBpJHXkwE%7C%7C?hl=id,Sangat mengasyikkan
